Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"log.logInfo(""Apparel & Shoes Product Category is present"")",Chrome 127.0.0.0,,,14-08-2024 08:31:20,14-08-2024 08:31:20,0.000s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage/Page_Demo Web Shop. Apparel  Shoes/a_Digital downloads""), ""Digital downloads"")",Chrome 127.0.0.0,,,14-08-2024 08:31:20,14-08-2024 08:31:20,0.293s,PASSED
"log.logInfo(""Digital downloads Product Category is present"")",Chrome 127.0.0.0,,,14-08-2024 08:31:20,14-08-2024 08:31:20,0.003s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage/Page_Demo Web Shop. Digital downloads/a_Jewelry""), ""Jewelry"")",Chrome 127.0.0.0,,,14-08-2024 08:31:20,14-08-2024 08:31:20,0.321s,PASSED
"log.logInfo(""Jewelry Product Category is present"")",Chrome 127.0.0.0,,,14-08-2024 08:31:20,14-08-2024 08:31:20,0.000s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage/Page_Demo Web Shop. Jewelry/a_Gift Cards""), ""Gift Cards"")",Chrome 127.0.0.0,,,14-08-2024 08:31:20,14-08-2024 08:31:21,0.349s,PASSED
"log.logInfo(""Gift Cards Product Category is present"")",Chrome 127.0.0.0,,,14-08-2024 08:31:21,14-08-2024 08:31:21,0.000s,PASSED
takeScreenshot(),Chrome 127.0.0.0,,,14-08-2024 08:31:21,14-08-2024 08:31:21,0.411s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,14-08-2024 08:31:21,14-08-2024 08:31:21,0.229s,PASSED
Start listener action : sampleAfterTestCase,Chrome 127.0.0.0,,,14-08-2024 08:31:21,14-08-2024 08:31:21,0.000s,PASSED
,,,,,,,
Test Cases/Shopping Cart/TC005_Verify that user is able to add a product to the shopping cart,Chrome 127.0.0.0,,,14-08-2024 08:31:21,14-08-2024 08:31:34,12.423s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 127.0.0.0,,,14-08-2024 08:31:21,14-08-2024 08:31:21,0.000s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,14-08-2024 08:31:21,14-08-2024 08:31:22,0.734s,PASSED
navigateToUrl(appURL),Chrome 127.0.0.0,,,14-08-2024 08:31:22,14-08-2024 08:31:24,1.925s,PASSED
maximizeWindow(),Chrome 127.0.0.0,,,14-08-2024 08:31:24,14-08-2024 08:31:24,0.082s,PASSED
"click(findTestObject(""Object Repository/Shopping Cart/Page_Demo Web Shop/a_Log in""))",Chrome 127.0.0.0,,,14-08-2024 08:31:24,14-08-2024 08:31:25,0.822s,PASSED
"setText(findTestObject(""Object Repository/Shopping Cart/Page_Demo Web Shop. Login/input_Email_Email""), userID)",Chrome 127.0.0.0,,,14-08-2024 08:31:25,14-08-2024 08:31:26,0.687s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Shopping Cart/Page_Demo Web Shop. Login/input_Password_Password""), ""M2QPTmdpEDqAc7bqT3oqOA=="")",Chrome 127.0.0.0,,,14-08-2024 08:31:26,14-08-2024 08:31:26,0.406s,PASSED
"click(findTestObject(""Object Repository/Shopping Cart/Page_Demo Web Shop. Login/input_Forgot password_button-1 login-button""))",Chrome 127.0.0.0,,,14-08-2024 08:31:26,14-08-2024 08:31:27,0.951s,PASSED
"click(findTestObject(""Shopping Cart/Page_Demo Web Shop/a_Computers""))",Chrome 127.0.0.0,,,14-08-2024 08:31:27,14-08-2024 08:31:28,1.280s,PASSED
"click(findTestObject(""Shopping Cart/Cart/Page_Demo Web Shop. Computers/div_Desktops""))",Chrome 127.0.0.0,,,14-08-2024 08:31:28,14-08-2024 08:31:29,0.836s,PASSED
"scrollToPosition(0, 300)",Chrome 127.0.0.0,,,14-08-2024 08:31:29,14-08-2024 08:31:29,0.034s,PASSED
"click(findTestObject(""Shopping Cart/Product/AddToCart_btn""))",Chrome 127.0.0.0,,,14-08-2024 08:31:29,14-08-2024 08:31:30,0.463s,PASSED
"scrollToPosition(0, 300)",Chrome 127.0.0.0,,,14-08-2024 08:31:30,14-08-2024 08:31:30,0.017s,PASSED
"click(findTestObject(""Shopping Cart/Page_Demo Web Shop. Build your own cheap computer/input_Qty_add-to-cart-button-72""))",Chrome 127.0.0.0,,,14-08-2024 08:31:30,14-08-2024 08:31:32,2.157s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Shopping Cart/Page_Demo Web Shop. Build your own cheap computer/p_The product has been added to your shopping cart""), 0)",Chrome 127.0.0.0,,,14-08-2024 08:31:32,14-08-2024 08:31:33,0.773s,PASSED
"message = getText(findTestObject(""Object Repository/Shopping Cart/Page_Demo Web Shop. Build your own cheap computer/p_The product has been added to your shopping cart""))",Chrome 127.0.0.0,,,14-08-2024 08:31:33,14-08-2024 08:31:33,0.353s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 127.0.0.0,,,14-08-2024 08:31:33,14-08-2024 08:31:33,0.016s,PASSED
log.logInfo(message),Chrome 127.0.0.0,,,14-08-2024 08:31:33,14-08-2024 08:31:33,0.000s,PASSED
takeScreenshot(),Chrome 127.0.0.0,,,14-08-2024 08:31:33,14-08-2024 08:31:33,0.454s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,14-08-2024 08:31:33,14-08-2024 08:31:34,0.203s,PASSED
Start listener action : sampleAfterTestCase,Chrome 127.0.0.0,,,14-08-2024 08:31:34,14-08-2024 08:31:34,0.000s,PASSED
,,,,,,,
Test Cases/Product Checkout/TC006_Verify that user can complete the checkout process starting from the cart,Chrome 127.0.0.0,,,14-08-2024 08:31:34,14-08-2024 08:31:52,18.642s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 127.0.0.0,,,14-08-2024 08:31:34,14-08-2024 08:31:34,0.000s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,14-08-2024 08:31:34,14-08-2024 08:31:35,0.690s,PASSED
navigateToUrl(appURL),Chrome 127.0.0.0,,,14-08-2024 08:31:35,14-08-2024 08:31:39,3.908s,PASSED
maximizeWindow(),Chrome 127.0.0.0,,,14-08-2024 08:31:39,14-08-2024 08:31:39,0.110s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop/a_Log in""))",Chrome 127.0.0.0,,,14-08-2024 08:31:39,14-08-2024 08:31:39,0.773s,PASSED
"setText(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Login/input_Email_Email""), userID)",Chrome 127.0.0.0,,,14-08-2024 08:31:39,14-08-2024 08:31:40,0.678s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Login/input_Password_Password""), ""M2QPTmdpEDqAc7bqT3oqOA=="")",Chrome 127.0.0.0,,,14-08-2024 08:31:40,14-08-2024 08:31:41,0.405s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Login/input_Forgot password_button-1 login-button""))",Chrome 127.0.0.0,,,14-08-2024 08:31:41,14-08-2024 08:31:42,1.282s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop/span_Shopping cart""))",Chrome 127.0.0.0,,,14-08-2024 08:31:42,14-08-2024 08:31:43,1.181s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Shopping Cart/input_Remove_removefromcart""))",Chrome 127.0.0.0,,,14-08-2024 08:31:43,14-08-2024 08:31:43,0.378s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Shopping Cart/input_I agree with the terms of service and_f529a0""))",Chrome 127.0.0.0,,,14-08-2024 08:31:43,14-08-2024 08:31:44,0.301s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Shopping Cart/button_Checkout""))",Chrome 127.0.0.0,,,14-08-2024 08:31:44,14-08-2024 08:31:45,1.408s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Shopping Cart/Continue_btn""))",Chrome 127.0.0.0,,,14-08-2024 08:31:45,14-08-2024 08:31:46,0.481s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Shopping Cart/Continue_btn""), 2)",Chrome 127.0.0.0,,,14-08-2024 08:31:46,14-08-2024 08:31:46,0.836s,PASSED
"click(findTestObject(""Object Repository/Checkout/Pickup/Page_Demo Web Shop. Checkout/input_Fax number_PickUpInStore""))",Chrome 127.0.0.0,,,14-08-2024 08:31:46,14-08-2024 08:31:47,0.326s,PASSED
"click(findTestObject(""Object Repository/Checkout/ContinueBtn/Page_Demo Web Shop. Checkout/input__button-1 new-address-next-step-button""))",Chrome 127.0.0.0,,,14-08-2024 08:31:47,14-08-2024 08:31:47,0.332s,PASSED
"click(findTestObject(""Object Repository/Checkout/ContinueBtn/Page_Demo Web Shop. Checkout/input__button-1 payment-method-next-step-button""))",Chrome 127.0.0.0,,,14-08-2024 08:31:47,14-08-2024 08:31:48,0.744s,PASSED
"click(findTestObject(""Object Repository/Checkout/ContinueBtn/Page_Demo Web Shop. Checkout/input__button-1 payment-info-next-step-button""))",Chrome 127.0.0.0,,,14-08-2024 08:31:48,14-08-2024 08:31:49,0.782s,PASSED
"click(findTestObject(""Object Repository/Checkout/ContinueBtn/Page_Demo Web Shop. Checkout/input__button-1 confirm-order-next-step-button""))",Chrome 127.0.0.0,,,14-08-2024 08:31:49,14-08-2024 08:31:49,0.785s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Checkout/div_Your order has been successfully processed""))",Chrome 127.0.0.0,,,14-08-2024 08:31:49,14-08-2024 08:31:51,1.639s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Checkout/strong_Your order has been successfully processed""), 0)",Chrome 127.0.0.0,,,14-08-2024 08:31:51,14-08-2024 08:31:51,0.294s,PASSED
"orderNum = getText(findTestObject(""Object Repository/Checkout/ContinueBtn/Page_Demo Web Shop. Checkout/OrderNumber_text""))",Chrome 127.0.0.0,,,14-08-2024 08:31:51,14-08-2024 08:31:52,0.332s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 127.0.0.0,,,14-08-2024 08:31:52,14-08-2024 08:31:52,0.000s,PASSED
log.logInfo(orderNum),Chrome 127.0.0.0,,,14-08-2024 08:31:52,14-08-2024 08:31:52,0.000s,PASSED
takeScreenshot(),Chrome 127.0.0.0,,,14-08-2024 08:31:52,14-08-2024 08:31:52,0.405s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,14-08-2024 08:31:52,14-08-2024 08:31:52,0.266s,PASSED
Start listener action : sampleAfterTestCase,Chrome 127.0.0.0,,,14-08-2024 08:31:52,14-08-2024 08:31:52,0.000s,PASSED
