Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementText(findTestObject(""Object Repository/Homepage/Page_Demo Web Shop/a_Books""), ""Books"")",Chrome 127.0.0.0,,,14-08-2024 08:38:24,14-08-2024 08:38:25,0.319s,PASSED
"log.logInfo(""Books Product Category is present"")",Chrome 127.0.0.0,,,14-08-2024 08:38:25,14-08-2024 08:38:25,0.004s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage/Page_Demo Web Shop. Books/a_Computers""), ""Computers"")",Chrome 127.0.0.0,,,14-08-2024 08:38:25,14-08-2024 08:38:25,0.301s,PASSED
"log.logInfo(""Computers Product Category is present"")",Chrome 127.0.0.0,,,14-08-2024 08:38:25,14-08-2024 08:38:25,0.001s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage/Page_Demo Web Shop. Computers/a_Electronics""), ""Electronics"")",Chrome 127.0.0.0,,,14-08-2024 08:38:25,14-08-2024 08:38:25,0.320s,PASSED
"log.logInfo(""Electronics Product Category is present"")",Chrome 127.0.0.0,,,14-08-2024 08:38:25,14-08-2024 08:38:25,0.003s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage/Page_Demo Web Shop. Electronics/a_Apparel  Shoes""), ""Apparel & Shoes"")",Chrome 127.0.0.0,,,14-08-2024 08:38:25,14-08-2024 08:38:26,0.291s,PASSED
"log.logInfo(""Apparel & Shoes Product Category is present"")",Chrome 127.0.0.0,,,14-08-2024 08:38:26,14-08-2024 08:38:26,0.001s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage/Page_Demo Web Shop. Apparel  Shoes/a_Digital downloads""), ""Digital downloads"")",Chrome 127.0.0.0,,,14-08-2024 08:38:26,14-08-2024 08:38:26,0.325s,PASSED
"log.logInfo(""Digital downloads Product Category is present"")",Chrome 127.0.0.0,,,14-08-2024 08:38:26,14-08-2024 08:38:26,0.001s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage/Page_Demo Web Shop. Digital downloads/a_Jewelry""), ""Jewelry"")",Chrome 127.0.0.0,,,14-08-2024 08:38:26,14-08-2024 08:38:26,0.322s,PASSED
"log.logInfo(""Jewelry Product Category is present"")",Chrome 127.0.0.0,,,14-08-2024 08:38:26,14-08-2024 08:38:26,0.003s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage/Page_Demo Web Shop. Jewelry/a_Gift Cards""), ""Gift Cards"")",Chrome 127.0.0.0,,,14-08-2024 08:38:26,14-08-2024 08:38:27,0.300s,PASSED
"log.logInfo(""Gift Cards Product Category is present"")",Chrome 127.0.0.0,,,14-08-2024 08:38:27,14-08-2024 08:38:27,0.002s,PASSED
takeScreenshot(),Chrome 127.0.0.0,,,14-08-2024 08:38:27,14-08-2024 08:38:27,0.393s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,14-08-2024 08:38:27,14-08-2024 08:38:27,0.267s,PASSED
Start listener action : sampleAfterTestCase,Chrome 127.0.0.0,,,14-08-2024 08:38:27,14-08-2024 08:38:27,0.005s,PASSED
,,,,,,,
Test Cases/Shopping Cart/TC005_Verify that user is able to add a product to the shopping cart,Chrome 127.0.0.0,,,14-08-2024 08:38:27,14-08-2024 08:38:41,13.346s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 127.0.0.0,,,14-08-2024 08:38:27,14-08-2024 08:38:27,0.006s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,14-08-2024 08:38:27,14-08-2024 08:38:28,0.970s,PASSED
navigateToUrl(appURL),Chrome 127.0.0.0,,,14-08-2024 08:38:28,14-08-2024 08:38:31,2.136s,PASSED
maximizeWindow(),Chrome 127.0.0.0,,,14-08-2024 08:38:31,14-08-2024 08:38:31,0.149s,PASSED
"click(findTestObject(""Object Repository/Shopping Cart/Page_Demo Web Shop/a_Log in""))",Chrome 127.0.0.0,,,14-08-2024 08:38:31,14-08-2024 08:38:32,0.867s,PASSED
"setText(findTestObject(""Object Repository/Shopping Cart/Page_Demo Web Shop. Login/input_Email_Email""), userID)",Chrome 127.0.0.0,,,14-08-2024 08:38:32,14-08-2024 08:38:32,0.710s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Shopping Cart/Page_Demo Web Shop. Login/input_Password_Password""), ""M2QPTmdpEDqAc7bqT3oqOA=="")",Chrome 127.0.0.0,,,14-08-2024 08:38:32,14-08-2024 08:38:33,0.407s,PASSED
"click(findTestObject(""Object Repository/Shopping Cart/Page_Demo Web Shop. Login/input_Forgot password_button-1 login-button""))",Chrome 127.0.0.0,,,14-08-2024 08:38:33,14-08-2024 08:38:34,1.505s,PASSED
"click(findTestObject(""Shopping Cart/Page_Demo Web Shop/a_Computers""))",Chrome 127.0.0.0,,,14-08-2024 08:38:34,14-08-2024 08:38:35,1.115s,PASSED
"click(findTestObject(""Shopping Cart/Cart/Page_Demo Web Shop. Computers/div_Desktops""))",Chrome 127.0.0.0,,,14-08-2024 08:38:35,14-08-2024 08:38:36,0.847s,PASSED
"scrollToPosition(0, 300)",Chrome 127.0.0.0,,,14-08-2024 08:38:36,14-08-2024 08:38:36,0.041s,PASSED
"click(findTestObject(""Shopping Cart/Product/AddToCart_btn""))",Chrome 127.0.0.0,,,14-08-2024 08:38:36,14-08-2024 08:38:37,0.366s,PASSED
"scrollToPosition(0, 300)",Chrome 127.0.0.0,,,14-08-2024 08:38:37,14-08-2024 08:38:37,0.026s,PASSED
"click(findTestObject(""Shopping Cart/Page_Demo Web Shop. Build your own cheap computer/input_Qty_add-to-cart-button-72""))",Chrome 127.0.0.0,,,14-08-2024 08:38:37,14-08-2024 08:38:39,2.280s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Shopping Cart/Page_Demo Web Shop. Build your own cheap computer/p_The product has been added to your shopping cart""), 0)",Chrome 127.0.0.0,,,14-08-2024 08:38:39,14-08-2024 08:38:40,0.656s,PASSED
"message = getText(findTestObject(""Object Repository/Shopping Cart/Page_Demo Web Shop. Build your own cheap computer/p_The product has been added to your shopping cart""))",Chrome 127.0.0.0,,,14-08-2024 08:38:40,14-08-2024 08:38:40,0.348s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 127.0.0.0,,,14-08-2024 08:38:40,14-08-2024 08:38:40,0.002s,PASSED
log.logInfo(message),Chrome 127.0.0.0,,,14-08-2024 08:38:40,14-08-2024 08:38:40,0.008s,PASSED
takeScreenshot(),Chrome 127.0.0.0,,,14-08-2024 08:38:40,14-08-2024 08:38:40,0.478s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,14-08-2024 08:38:40,14-08-2024 08:38:41,0.292s,PASSED
Start listener action : sampleAfterTestCase,Chrome 127.0.0.0,,,14-08-2024 08:38:41,14-08-2024 08:38:41,0.004s,PASSED
,,,,,,,
Test Cases/Product Checkout/TC006_Verify that user can complete the checkout process starting from the cart,Chrome 127.0.0.0,,,14-08-2024 08:38:41,14-08-2024 08:38:59,17.896s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 127.0.0.0,,,14-08-2024 08:38:41,14-08-2024 08:38:41,0.003s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,14-08-2024 08:38:41,14-08-2024 08:38:42,0.900s,PASSED
navigateToUrl(appURL),Chrome 127.0.0.0,,,14-08-2024 08:38:42,14-08-2024 08:38:44,1.913s,PASSED
maximizeWindow(),Chrome 127.0.0.0,,,14-08-2024 08:38:44,14-08-2024 08:38:44,0.171s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop/a_Log in""))",Chrome 127.0.0.0,,,14-08-2024 08:38:44,14-08-2024 08:38:45,0.841s,PASSED
"setText(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Login/input_Email_Email""), userID)",Chrome 127.0.0.0,,,14-08-2024 08:38:45,14-08-2024 08:38:46,0.880s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Login/input_Password_Password""), ""M2QPTmdpEDqAc7bqT3oqOA=="")",Chrome 127.0.0.0,,,14-08-2024 08:38:46,14-08-2024 08:38:46,0.532s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Login/input_Forgot password_button-1 login-button""))",Chrome 127.0.0.0,,,14-08-2024 08:38:46,14-08-2024 08:38:48,1.608s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop/span_Shopping cart""))",Chrome 127.0.0.0,,,14-08-2024 08:38:48,14-08-2024 08:38:49,1.100s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Shopping Cart/input_Remove_removefromcart""))",Chrome 127.0.0.0,,,14-08-2024 08:38:49,14-08-2024 08:38:49,0.419s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Shopping Cart/input_I agree with the terms of service and_f529a0""))",Chrome 127.0.0.0,,,14-08-2024 08:38:49,14-08-2024 08:38:50,0.361s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Shopping Cart/button_Checkout""))",Chrome 127.0.0.0,,,14-08-2024 08:38:50,14-08-2024 08:38:51,1.452s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Shopping Cart/Continue_btn""))",Chrome 127.0.0.0,,,14-08-2024 08:38:51,14-08-2024 08:38:52,0.427s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Shopping Cart/Continue_btn""), 2)",Chrome 127.0.0.0,,,14-08-2024 08:38:52,14-08-2024 08:38:53,1.080s,PASSED
"click(findTestObject(""Object Repository/Checkout/Pickup/Page_Demo Web Shop. Checkout/input_Fax number_PickUpInStore""))",Chrome 127.0.0.0,,,14-08-2024 08:38:53,14-08-2024 08:38:53,0.527s,PASSED
"click(findTestObject(""Object Repository/Checkout/ContinueBtn/Page_Demo Web Shop. Checkout/input__button-1 new-address-next-step-button""))",Chrome 127.0.0.0,,,14-08-2024 08:38:53,14-08-2024 08:38:54,0.434s,PASSED
"click(findTestObject(""Object Repository/Checkout/ContinueBtn/Page_Demo Web Shop. Checkout/input__button-1 payment-method-next-step-button""))",Chrome 127.0.0.0,,,14-08-2024 08:38:54,14-08-2024 08:38:54,0.770s,PASSED
"click(findTestObject(""Object Repository/Checkout/ContinueBtn/Page_Demo Web Shop. Checkout/input__button-1 payment-info-next-step-button""))",Chrome 127.0.0.0,,,14-08-2024 08:38:54,14-08-2024 08:38:55,0.679s,PASSED
"click(findTestObject(""Object Repository/Checkout/ContinueBtn/Page_Demo Web Shop. Checkout/input__button-1 confirm-order-next-step-button""))",Chrome 127.0.0.0,,,14-08-2024 08:38:55,14-08-2024 08:38:56,0.780s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Checkout/div_Your order has been successfully processed""))",Chrome 127.0.0.0,,,14-08-2024 08:38:56,14-08-2024 08:38:57,1.330s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Checkout/strong_Your order has been successfully processed""), 0)",Chrome 127.0.0.0,,,14-08-2024 08:38:57,14-08-2024 08:38:57,0.335s,PASSED
"orderNum = getText(findTestObject(""Object Repository/Checkout/ContinueBtn/Page_Demo Web Shop. Checkout/OrderNumber_text""))",Chrome 127.0.0.0,,,14-08-2024 08:38:57,14-08-2024 08:38:58,0.358s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 127.0.0.0,,,14-08-2024 08:38:58,14-08-2024 08:38:58,0.003s,PASSED
log.logInfo(orderNum),Chrome 127.0.0.0,,,14-08-2024 08:38:58,14-08-2024 08:38:58,0.005s,PASSED
takeScreenshot(),Chrome 127.0.0.0,,,14-08-2024 08:38:58,14-08-2024 08:38:58,0.405s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,14-08-2024 08:38:58,14-08-2024 08:38:59,0.355s,PASSED
Start listener action : sampleAfterTestCase,Chrome 127.0.0.0,,,14-08-2024 08:38:59,14-08-2024 08:38:59,0.002s,PASSED
