Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"log.logInfo(""Computers Product Category is present"")",Chrome 127.0.0.0,,,13-08-2024 18:34:58,13-08-2024 18:34:58,0.002s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage/Page_Demo Web Shop. Computers/a_Electronics""), ""Electronics"")",Chrome 127.0.0.0,,,13-08-2024 18:34:58,13-08-2024 18:34:58,0.280s,PASSED
"log.logInfo(""Electronics Product Category is present"")",Chrome 127.0.0.0,,,13-08-2024 18:34:58,13-08-2024 18:34:58,0.002s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage/Page_Demo Web Shop. Electronics/a_Apparel  Shoes""), ""Apparel & Shoes"")",Chrome 127.0.0.0,,,13-08-2024 18:34:58,13-08-2024 18:34:59,0.287s,PASSED
"log.logInfo(""Apparel & Shoes Product Category is present"")",Chrome 127.0.0.0,,,13-08-2024 18:34:59,13-08-2024 18:34:59,0.002s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage/Page_Demo Web Shop. Apparel  Shoes/a_Digital downloads""), ""Digital downloads"")",Chrome 127.0.0.0,,,13-08-2024 18:34:59,13-08-2024 18:34:59,0.282s,PASSED
"log.logInfo(""Digital downloads Product Category is present"")",Chrome 127.0.0.0,,,13-08-2024 18:34:59,13-08-2024 18:34:59,0.001s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage/Page_Demo Web Shop. Digital downloads/a_Jewelry""), ""Jewelry"")",Chrome 127.0.0.0,,,13-08-2024 18:34:59,13-08-2024 18:34:59,0.312s,PASSED
"log.logInfo(""Jewelry Product Category is present"")",Chrome 127.0.0.0,,,13-08-2024 18:34:59,13-08-2024 18:34:59,0.004s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage/Page_Demo Web Shop. Jewelry/a_Gift Cards""), ""Gift Cards"")",Chrome 127.0.0.0,,,13-08-2024 18:34:59,13-08-2024 18:35:00,0.294s,PASSED
"log.logInfo(""Gift Cards Product Category is present"")",Chrome 127.0.0.0,,,13-08-2024 18:35:00,13-08-2024 18:35:00,0.001s,PASSED
takeScreenshot(),Chrome 127.0.0.0,,,13-08-2024 18:35:00,13-08-2024 18:35:00,0.380s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,13-08-2024 18:35:00,13-08-2024 18:35:00,0.235s,PASSED
,,,,,,,
Test Cases/Shopping Cart/TC005_Verify that user is able to add a product to the shopping cart,Chrome 127.0.0.0,,,13-08-2024 18:35:00,13-08-2024 18:35:13,12.575s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,13-08-2024 18:35:00,13-08-2024 18:35:01,0.632s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/"")",Chrome 127.0.0.0,,,13-08-2024 18:35:01,13-08-2024 18:35:02,0.650s,PASSED
maximizeWindow(),Chrome 127.0.0.0,,,13-08-2024 18:35:02,13-08-2024 18:35:03,1.795s,PASSED
"click(findTestObject(""Object Repository/Shopping Cart/Page_Demo Web Shop/a_Log in""))",Chrome 127.0.0.0,,,13-08-2024 18:35:03,13-08-2024 18:35:04,0.910s,PASSED
"setText(findTestObject(""Object Repository/Shopping Cart/Page_Demo Web Shop. Login/input_Email_Email""), ""niteshtestautomation@abc.com"")",Chrome 127.0.0.0,,,13-08-2024 18:35:04,13-08-2024 18:35:05,0.687s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Shopping Cart/Page_Demo Web Shop. Login/input_Password_Password""), ""M2QPTmdpEDqAc7bqT3oqOA=="")",Chrome 127.0.0.0,,,13-08-2024 18:35:05,13-08-2024 18:35:05,0.382s,PASSED
"click(findTestObject(""Object Repository/Shopping Cart/Page_Demo Web Shop. Login/input_Forgot password_button-1 login-button""))",Chrome 127.0.0.0,,,13-08-2024 18:35:05,13-08-2024 18:35:07,1.580s,PASSED
"click(findTestObject(""Shopping Cart/Page_Demo Web Shop/a_Computers""))",Chrome 127.0.0.0,,,13-08-2024 18:35:07,13-08-2024 18:35:08,1.144s,PASSED
"click(findTestObject(""Shopping Cart/Cart/Page_Demo Web Shop. Computers/div_Desktops""))",Chrome 127.0.0.0,,,13-08-2024 18:35:08,13-08-2024 18:35:09,0.962s,PASSED
"scrollToPosition(0, 300)",Chrome 127.0.0.0,,,13-08-2024 18:35:09,13-08-2024 18:35:09,0.040s,PASSED
"click(findTestObject(""Shopping Cart/Product/AddToCart_btn""))",Chrome 127.0.0.0,,,13-08-2024 18:35:09,13-08-2024 18:35:09,0.327s,PASSED
"scrollToPosition(0, 300)",Chrome 127.0.0.0,,,13-08-2024 18:35:09,13-08-2024 18:35:09,0.015s,PASSED
"click(findTestObject(""Shopping Cart/Page_Demo Web Shop. Build your own cheap computer/input_Qty_add-to-cart-button-72""))",Chrome 127.0.0.0,,,13-08-2024 18:35:09,13-08-2024 18:35:11,1.667s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Shopping Cart/Page_Demo Web Shop. Build your own cheap computer/p_The product has been added to your shopping cart""), 0)",Chrome 127.0.0.0,,,13-08-2024 18:35:11,13-08-2024 18:35:12,0.662s,PASSED
"message = getText(findTestObject(""Object Repository/Shopping Cart/Page_Demo Web Shop. Build your own cheap computer/p_The product has been added to your shopping cart""))",Chrome 127.0.0.0,,,13-08-2024 18:35:12,13-08-2024 18:35:12,0.307s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 127.0.0.0,,,13-08-2024 18:35:12,13-08-2024 18:35:12,0.000s,PASSED
log.logInfo(message),Chrome 127.0.0.0,,,13-08-2024 18:35:12,13-08-2024 18:35:12,0.000s,PASSED
takeScreenshot(),Chrome 127.0.0.0,,,13-08-2024 18:35:12,13-08-2024 18:35:12,0.433s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,13-08-2024 18:35:12,13-08-2024 18:35:13,0.254s,PASSED
,,,,,,,
Test Cases/Product Checkout/TC006_Verify that user can complete the checkout process starting from the cart,Chrome 127.0.0.0,,,13-08-2024 18:35:13,13-08-2024 18:35:30,17.549s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,13-08-2024 18:35:13,13-08-2024 18:35:14,0.671s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/"")",Chrome 127.0.0.0,,,13-08-2024 18:35:14,13-08-2024 18:35:16,2.593s,PASSED
maximizeWindow(),Chrome 127.0.0.0,,,13-08-2024 18:35:16,13-08-2024 18:35:16,0.087s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop/a_Log in""))",Chrome 127.0.0.0,,,13-08-2024 18:35:16,13-08-2024 18:35:17,0.974s,PASSED
"setText(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Login/input_Email_Email""), ""niteshtestautomation@abc.com"")",Chrome 127.0.0.0,,,13-08-2024 18:35:17,13-08-2024 18:35:18,0.708s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Login/input_Password_Password""), ""M2QPTmdpEDqAc7bqT3oqOA=="")",Chrome 127.0.0.0,,,13-08-2024 18:35:18,13-08-2024 18:35:18,0.392s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Login/input_Forgot password_button-1 login-button""))",Chrome 127.0.0.0,,,13-08-2024 18:35:18,13-08-2024 18:35:20,1.589s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop/span_Shopping cart""))",Chrome 127.0.0.0,,,13-08-2024 18:35:20,13-08-2024 18:35:21,1.201s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Shopping Cart/input_Remove_removefromcart""))",Chrome 127.0.0.0,,,13-08-2024 18:35:21,13-08-2024 18:35:22,0.348s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Shopping Cart/input_I agree with the terms of service and_f529a0""))",Chrome 127.0.0.0,,,13-08-2024 18:35:22,13-08-2024 18:35:22,0.319s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Shopping Cart/button_Checkout""))",Chrome 127.0.0.0,,,13-08-2024 18:35:22,13-08-2024 18:35:23,1.508s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Shopping Cart/Continue_btn""))",Chrome 127.0.0.0,,,13-08-2024 18:35:23,13-08-2024 18:35:24,0.345s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Shopping Cart/Continue_btn""), 2)",Chrome 127.0.0.0,,,13-08-2024 18:35:24,13-08-2024 18:35:25,0.841s,PASSED
"click(findTestObject(""Object Repository/Checkout/Pickup/Page_Demo Web Shop. Checkout/input_Fax number_PickUpInStore""))",Chrome 127.0.0.0,,,13-08-2024 18:35:25,13-08-2024 18:35:25,0.344s,PASSED
"click(findTestObject(""Object Repository/Checkout/ContinueBtn/Page_Demo Web Shop. Checkout/input__button-1 new-address-next-step-button""))",Chrome 127.0.0.0,,,13-08-2024 18:35:25,13-08-2024 18:35:25,0.526s,PASSED
"click(findTestObject(""Object Repository/Checkout/ContinueBtn/Page_Demo Web Shop. Checkout/input__button-1 payment-method-next-step-button""))",Chrome 127.0.0.0,,,13-08-2024 18:35:25,13-08-2024 18:35:26,0.683s,PASSED
"click(findTestObject(""Object Repository/Checkout/ContinueBtn/Page_Demo Web Shop. Checkout/input__button-1 payment-info-next-step-button""))",Chrome 127.0.0.0,,,13-08-2024 18:35:26,13-08-2024 18:35:27,0.805s,PASSED
"click(findTestObject(""Object Repository/Checkout/ContinueBtn/Page_Demo Web Shop. Checkout/input__button-1 confirm-order-next-step-button""))",Chrome 127.0.0.0,,,13-08-2024 18:35:27,13-08-2024 18:35:28,0.734s,PASSED
"click(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Checkout/div_Your order has been successfully processed""))",Chrome 127.0.0.0,,,13-08-2024 18:35:28,13-08-2024 18:35:29,1.320s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Checkout/Page_Demo Web Shop. Checkout/strong_Your order has been successfully processed""), 0)",Chrome 127.0.0.0,,,13-08-2024 18:35:29,13-08-2024 18:35:29,0.304s,PASSED
"orderNum = getText(findTestObject(""Object Repository/Checkout/ContinueBtn/Page_Demo Web Shop. Checkout/OrderNumber_text""))",Chrome 127.0.0.0,,,13-08-2024 18:35:29,13-08-2024 18:35:30,0.299s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 127.0.0.0,,,13-08-2024 18:35:30,13-08-2024 18:35:30,0.004s,PASSED
log.logInfo(orderNum),Chrome 127.0.0.0,,,13-08-2024 18:35:30,13-08-2024 18:35:30,0.020s,PASSED
takeScreenshot(),Chrome 127.0.0.0,,,13-08-2024 18:35:30,13-08-2024 18:35:30,0.424s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,13-08-2024 18:35:30,13-08-2024 18:35:30,0.283s,PASSED
